Event Date,Key,Product,Product Family,Year,Month,Order to Batch Creation,Batch Creation to Packaging,Packaging to QA Release,Order Creation to QA Release
29-Jan-15,10108937H6206H09,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,NEORECOR ,2015,1,70,14,5,89
29-Jan-15,10108973H0566H21,NEORECOR 3000IU/.3ML 6 ASRG FR,NEORECOR ,2015,1,46,28,4,78
29-Jan-15,10108968H0566H22,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2015,1,63,21,5,89
29-Jan-15,10108968H6218H05,NEORECOR 3000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2015,1,63,21,5,89
29-Jan-15,10109007H6213H07,NEORECOR 5000IU/.3ML 1 ASRG FR-CLIN,NEORECOR ,2015,1,70,13,2,85
29-Jan-15,10159237H4545H02,HERCEPTI 150MG 1VILY IV FR-CLIN,HERCEPTI ,2015,1,39,10,6,55
29-Jan-15,10095638H0547H05,MIRCERA 120MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,1,19,1,19,39
29-Jan-15,10095677H0549H02,MIRCERA 30MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,1,25,2,16,43
29-Jan-15,10095647H0548H31,MIRCERA 150MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,1,6,7,9,22
29-Jan-15,10095628H0561H48,MIRCERA 100MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,1,7,4,11,22
29-Jan-15,10095599H0550H42,MIRCERA 75MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,1,6,7,13,26
29-Jan-15,10109027H0612H20,NEORECOR 6000IU/.3ML 6 ASRG SC,NEORECOR ,2015,1,28,11,2,41
29-Jan-15,10095631H0563H02,MIRCERA 100MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,7,6,9,22
29-Jan-15,10095641H0547H04,MIRCERA 120MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,19,1,19,39
29-Jan-15,10095650H0548H30,MIRCERA 150MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,6,7,13,26
29-Jan-15,10095660H0548H05,MIRCERA 200MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,20,6,27,53
29-Jan-15,10095680H0548H07,MIRCERA 30MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,19,6,9,34
29-Jan-15,10095670H0547H20,MIRCERA 250MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,1,20,5,17,42
29-Jan-15,10108987H0623H25,NEORECOR 30000IU/.6ML 4 ASRG SC,NEORECOR ,2015,1,14,6,8,28
29-Jan-15,10110677H0657H06,RECORMON 4000IU/.3ML 6 ASRG EFA-SPI,RECORMON ,2015,1,56,18,7,81
29-Jan-15,10107677H0563H14,MIRCERA 100MCG/.3ML 1 ASRG EFA-36,MIRCERA ,2015,1,33,3,17,53
29-Jan-15,10107675H0551H02,MIRCERA 75MCG/.3ML 1 ASRG EFA-36,MIRCERA ,2015,1,21,4,7,32
29-Jan-15,10110672H0658H05,RECORMON 4000IU/.3ML 6 ASRG EFA,RECORMON ,2015,1,55,19,9,83
29-Jan-15,10110640H0806H03,RECORMON 2000IU/.3ML 6 ASRG EFA,RECORMON ,2015,1,41,21,7,69
29-Jan-15,10132792H0634H03,RECORMON 10000IU/0.6ML 6ASRG FA,RECORMON ,2015,1,33,15,9,57
29-Jan-15,10107671H0518H01,MIRCERA 50MCG/.3ML 1 ASRG EFA-36,MIRCERA ,2015,1,19,1,16,36
29-Jan-15,10110662H0567H03,RECORMON 3000IU/.3ML 6 ASRG EFA,RECORMON ,2015,1,41,14,1,56
29-Jan-15,10108997H6248H07,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,55,19,2,76
29-Jan-15,10109015H6213H04,NEORECOR 5000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,55,19,4,78
29-Jan-15,10108981H0624H10,NEORECOR 30000IU/.6ML 1 ASRG RO-BG-PL,NEORECOR ,2015,1,25,18,5,48
29-Jan-15,10108975H6218H03,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,41,33,2,76
29-Jan-15,10108936H0677H04,NEORECOR 50000IU 1 VILY PL,NEORECOR ,2015,1,18,15,24,57
29-Jan-15,10108957H6270H02,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,55,13,3,71
29-Jan-15,10159533B8502H10,AVASTIN 400MG/16ML 1VIAL PL,AVASTIN ,2015,1,28,12,6,46
29-Jan-15,10109005H0551H02,NEORECOR 500IU/.3ML 6 ASRG PL,NEORECOR ,2015,1,49,27,6,82
29-Jan-15,10109005H0553H01,NEORECOR 500IU/.3ML 6 ASRG PL,NEORECOR ,2015,1,50,26,6,82
29-Jan-15,10159250H4524H02,HERCEPTI 150MG 1VILY IV PL,HERCEPTI ,2015,1,8,12,14,34
29-Jan-15,10110637H0805H02,RECORMON 2000IU/.3ML 6 ASRG FE,RECORMON ,2015,1,41,16,5,62
29-Jan-15,10110663H0567H04,RECORMON 3000IU/.3ML 6 ASRG FE,RECORMON ,2015,1,41,33,2,76
29-Jan-15,10111641H0509H07,BONDRONA 2MG/2ML 1VIAL FE,BONDRONA ,2015,1,0,1,7,7
29-Jan-15,10110674H0660H01,RECORMON 4000IU/.3ML 6 ASRG FE,RECORMON ,2015,1,41,14,2,57
29-Jan-15,10110686H0640H03,RECORMON 5000IU/.3ML 6 ASRG FE,RECORMON ,2015,1,78,12,7,97
29-Jan-15,10110645H0624H12,RECORMON 30000IU/.6ML 1 ASRG FE,RECORMON ,2015,1,25,18,10,53
29-Jan-15,10108976H0567H02,NEORECOR 3000IU/.3ML 6 ASRG SC,NEORECOR ,2015,1,40,15,2,57
29-Jan-15,10108975H6218H03,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,41,33,2,76
29-Jan-15,10108946H6206H10,NEORECOR 10000IU/.6ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,70,18,7,95
29-Jan-15,10159029B8003H03,AVASTIN 100MG/4ML 1VIAL BG,AVASTIN ,2015,1,11,8,15,34
29-Jan-15,10110636H0623H26,RECORMON 30000IU/.6ML 4 ASRG FE,RECORMON ,2015,1,14,5,13,32
29-Jan-15,10110636H0623H26,RECORMON 30000IU/.6ML 4 ASRG FE,RECORMON ,2015,1,14,5,13,32
29-Jan-15,10108957H6270H02,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,55,13,3,71
29-Jan-15,10110612H0634H02,RECORMON 10000IU/.6ML 6 ASRG FE,RECORMON ,2015,1,33,15,5,53
29-Jan-15,10109026H6213H01,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,1,21,19,2,42
29-Jan-15,10071604H6248H09,BONVIVA 3MG/3ML 1ASRG FE,BONVIVA ,2015,1,20,6,14,40
29-Jan-15,10067617H0677H03,RECORMON 50000IU 1VILY FE,RECORMON ,2015,1,0,13,19,32
29-Jan-15,10110621H0634H01,RECORMON 10000IU/0.6ML 1ASRG FE,RECORMON ,2015,1,25,23,7,55
29-Jan-15,10110603H0613H01,RECORMON 6000IU/.3ML 6 ASRG FE,RECORMON ,2015,1,55,21,2,78
29-Jan-15,10107352H0563H06,MIRCERA 100MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,1,14,11,11,36
29-Jan-15,10107353H0547H06,MIRCERA 120MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,1,25,1,29,55
29-Jan-15,10107355H0548H09,MIRCERA 200MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,1,20,6,16,42
29-Jan-15,10159230H4524H01,HERCEPTI 150MG 1VILY IV BG,HERCEPTI ,2015,1,0,5,6,11
29-Jan-15,10159253H4524H05,HERCEPTI 150MG 1VILY IV RO,HERCEPTI ,2015,1,12,17,11,40
29-Jan-15,10159253H4539H01,HERCEPTI 150MG 1VILY IV RO,HERCEPTI ,2015,1,12,13,9,34
29-Jan-15,10110660H6218H02,NEORECOR 3000IU/.3ML 6 ASRG TR,NEORECOR ,2015,1,40,15,7,62
29-Jan-15,10088000H6248H15,BONVIVA 3MG/3ML 1ASRG TR,BONVIVA ,2015,1,46,9,2,57
29-Jan-15,10088000H6251H02,BONVIVA 3MG/3ML 1ASRG TR,BONVIVA ,2015,1,43,13,6,62
29-Jan-15,10159054H0143H06,ALTUZAN 100MG/4ML 1VIAL TR,ALTUZAN ,2015,1,26,8,5,39
29-Jan-15,10108989H6248H06,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2015,1,46,2,15,63
29-Jan-15,10108949H6268H04,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2015,1,33,13,2,48
29-Jan-15,10108949H6269H01,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2015,1,33,13,2,48
29-Jan-15,10159525B7054H06,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,1,34,5,4,43
29-Jan-15,10159525B7055H02,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,1,34,6,3,43
29-Jan-15,10108980H0624H13,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,NEORECOR ,2015,1,25,21,4,50
29-Jan-15,10159525B7054H06,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,1,34,5,4,43
29-Jan-15,10108938H6206H03,NEORECOR 10000IU/.6ML 1 ASRG IT-PU,NEORECOR ,2015,1,27,21,6,54
